Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,outlet_age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable
FDV39,11.3,139,Meat,198.1426,OUT045,2002,988.7130000000001,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCO17,12.792854228644991,11301,Health and Hygiene,117.944,OUT019,1985,239.688,38,viz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDU50,5.75,8126,Dairy,112.8176,OUT013,1987,1374.2112,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT12,12.792854228644991,5711,Baking Goods,226.8062,OUT027,1985,4739.8302,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDK58,11.35,5179,Snack Foods,100.0016,OUT018,2009,1012.0160000000001,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO08,12.792854228644991,9572,Fruits and Vegetables,165.7526,OUT019,1985,657.8104,38,viz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCW29,14.0,2888,Health and Hygiene,130.431,OUT049,1999,778.9860000000001,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDE04,19.75,1322,Frozen Foods,179.766,OUT045,2002,2336.958,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCB19,6.525,9316,Household,85.0882,OUT049,1999,2233.0932,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDV15,10.3,11909,Meat,103.9648,OUT049,1999,1661.8368,24,highviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDL58,5.78,8067,Snack Foods,264.7568,OUT049,1999,4745.8224,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA08,11.85,5806,Fruits and Vegetables,164.1526,OUT045,2002,3124.5994,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT43,16.35,1602,Fruits and Vegetables,50.1324,OUT018,2009,467.3916,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCX06,12.792854228644991,1018,Household,182.5976,OUT027,1985,5070.7328,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDT20,10.5,4656,Fruits and Vegetables,37.6164,OUT046,1997,540.6296,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB41,19.0,9755,Frozen Foods,48.0718,OUT046,1997,992.7078,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCN55,14.6,6755,Others,238.8538,OUT049,1999,6008.845,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDE40,12.792854228644991,9831,Dairy,62.9194,OUT027,1985,2105.2596,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDX49,12.792854228644991,10003,Canned,232.63,OUT027,1985,5359.69,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCM53,18.75,5947,Health and Hygiene,104.62799999999999,OUT045,2002,745.696,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDE36,5.26,4723,Baking Goods,161.8868,OUT035,2004,3275.736,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN57,18.25,6187,Snack Foods,140.2154,OUT045,2002,1701.7848,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI24,12.792854228644991,8448,Baking Goods,177.937,OUT027,1985,6704.606,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI19,15.1,5977,Meat,242.7512,OUT046,1997,4119.9704,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF24,15.5,4844,Baking Goods,81.5934,OUT010,1998,327.5736,25,lowviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDG52,13.65,7323,Frozen Foods,45.7402,OUT049,1999,780.9834,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRF36,16.1,2062,Soft Drinks,189.3846,OUT045,2002,3630.6074,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDS45,12.792854228644991,5883,Snack Foods,107.3622,OUT019,1985,317.5866,38,lowviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDX40,12.85,12346,Frozen Foods,39.7164,OUT010,1998,231.6984,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
DRK12,9.5,4747,Soft Drinks,32.99,OUT035,2004,133.16,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
DRC27,13.8,6601,Dairy,245.1802,OUT035,2004,5650.6446,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDL58,5.78,0,Snack Foods,263.7568,OUT017,2007,2636.5679999999998,16,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCD30,19.7,2619,Household,96.0726,OUT045,2002,1272.3438,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCZ54,14.65,0,Household,161.5552,OUT010,1998,324.9104,25,,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDE10,6.67,11998,Snack Foods,130.0626,OUT010,1998,131.1626,25,highviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDR44,6.11,0,Fruits and Vegetables,131.2968,OUT010,1998,260.9936,25,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDP28,13.65,11523,Frozen Foods,260.0936,OUT010,1998,260.9936,25,highviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDX15,17.2,12126,Meat,160.6578,OUT013,1987,3690.5294,36,highviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDA39,6.32,0,Meat,40.2822,OUT035,2004,1139.1838,19,,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY24,4.88,11501,Baking Goods,52.9298,OUT049,1999,1995.4026,24,highviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDC60,5.425,10684,Baking Goods,88.3514,OUT017,2007,1416.8224,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH28,15.85,10431,Frozen Foods,37.2506,OUT046,1997,265.6542,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDT25,7.5,5857,Canned,121.7072,OUT017,2007,3552.7088,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRJ13,12.65,7031,Soft Drinks,161.5578,OUT013,1987,2406.867,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCO07,12.792854228644991,1214,Others,211.956,OUT019,1985,213.05599999999998,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDW20,20.75,2114,Fruits and Vegetables,124.17299999999999,OUT013,1987,2956.152,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRF27,12.792854228644991,5757,Dairy,152.134,OUT019,1985,153.134,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDS49,9.0,0,Canned,79.7644,OUT035,2004,1649.8524,19,,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX25,12.792854228644991,10006,Canned,181.9292,OUT027,1985,3101.2964,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCX42,12.792854228644991,54,Household,165.6526,OUT027,1985,4769.1254,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDG33,12.792854228644991,11686,Seafood,170.4764,OUT027,1985,3435.528,38,highviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDL56,14.1,11183,Fruits and Vegetables,86.4198,OUT045,2002,1133.8574,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDF14,7.55,2678,Canned,152.334,OUT035,2004,2603.278,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCD06,13.0,9883,Household,45.406000000000006,OUT046,1997,605.878,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRM47,12.792854228644991,4963,Hard Drinks,192.8846,OUT027,1985,2293.0152,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDS46,12.792854228644991,8813,Snack Foods,118.7782,OUT019,1985,119.1782,38,viz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDB35,12.3,7212,Starchy Foods,92.9804,OUT013,1987,1929.4884,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX21,12.792854228644991,8928,Snack Foods,109.8912,OUT027,1985,2074.6328,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCU05,12.792854228644991,6656,Health and Hygiene,79.9618,OUT027,1985,241.6854,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
NCR38,17.25,10614,Household,251.3724,OUT045,2002,6795.1548,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCR18,15.85,1594,Household,42.7112,OUT017,2007,639.168,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCU41,18.85,5930,Health and Hygiene,192.1846,OUT035,2004,3248.4382,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDY56,16.35,7026,Fruits and Vegetables,227.6062,OUT017,2007,7222.5984,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRJ51,14.1,9134,Dairy,229.0668,OUT035,2004,3225.1352,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDK21,7.905,355,Snack Foods,249.0408,OUT035,2004,3755.112,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY25,12.0,3622,Canned,179.3976,OUT013,1987,3440.8544,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU44,12.15,6645,Fruits and Vegetables,163.4552,OUT035,2004,974.7312,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL43,10.1,2667,Meat,75.367,OUT049,1999,535.969,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDF05,17.5,2641,Frozen Foods,262.491,OUT017,2007,5259.82,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRF15,12.792854228644991,6613,Dairy,152.034,OUT019,1985,306.268,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDL20,17.1,11329,Fruits and Vegetables,112.3886,OUT018,2009,1779.0176,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV32,7.785,9182,Fruits and Vegetables,61.451,OUT049,1999,759.012,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDJ34,11.8,9520,Snack Foods,125.9704,OUT013,1987,1877.556,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG08,13.15,12347,Fruits and Vegetables,171.8764,OUT045,2002,3779.0808,21,highviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ04,12.792854228644991,11948,Frozen Foods,41.5796,OUT019,1985,41.2796,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDW13,8.5,9815,Canned,51.1324,OUT017,2007,259.66200000000003,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCI17,8.645,11834,Health and Hygiene,96.34100000000001,OUT013,1987,193.082,36,highviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDY03,17.6,8270,Meat,110.9202,OUT045,2002,1687.8029999999999,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS12,9.1,12569,Baking Goods,127.5362,OUT017,2007,4655.9394,16,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDJ55,12.8,2047,Meat,225.9404,OUT013,1987,4950.8888,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRK01,7.63,6881,Soft Drinks,95.4436,OUT035,2004,1418.154,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDG28,9.285,5727,Frozen Foods,246.4144,OUT017,2007,1225.072,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY38,13.6,10867,Dairy,231.03,OUT045,2002,5359.69,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDN01,8.895,7923,Breakfast,176.237,OUT045,2002,1764.37,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCR54,16.35,9324,Household,195.21099999999998,OUT013,1987,2553.343,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDG29,17.6,6410,Frozen Foods,43.3454,OUT013,1987,1006.6896,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG24,7.975,868,Baking Goods,85.225,OUT013,1987,1081.925,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG59,15.85,4957,Starchy Foods,36.7164,OUT017,2007,308.9312,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM28,15.7,5180,Frozen Foods,178.666,OUT013,1987,2516.724,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW04,8.985,6576,Frozen Foods,128.83100000000002,OUT046,1997,1428.141,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS26,20.35,9229,Dairy,260.1594,OUT013,1987,2093.2752,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ56,6.59,10245,Fruits and Vegetables,85.6908,OUT013,1987,1929.4884,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDK51,19.85,11,Dairy,264.0884,OUT035,2004,5829.7448,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL22,16.85,4012,Snack Foods,91.4488,OUT046,1997,2082.6224,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH19,12.792854228644991,3497,Meat,173.1738,OUT027,1985,7298.4996,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY55,16.75,8678,Fruits and Vegetables,256.4988,OUT013,1987,7452.9652,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY03,17.6,8294,Meat,110.5202,OUT017,2007,450.0808,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK21,7.905,1171,Snack Foods,250.4408,OUT010,1998,500.6816,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDZ10,12.792854228644991,5046,Snack Foods,126.20200000000001,OUT027,1985,3668.558,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDZ32,7.785,4269,Fruits and Vegetables,103.1964,OUT018,2009,736.3748,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCZ18,7.825,12712,Household,253.0698,OUT035,2004,6088.0752,19,highviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCF07,12.792854228644991,3347,Household,101.0016,OUT027,1985,2125.2336,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
DRE49,20.75,1754,Soft Drinks,153.0024,OUT017,2007,2277.036,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDJ08,12.792854228644991,12752,Fruits and Vegetables,190.3846,OUT019,1985,573.2538,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDT39,6.26,322,Meat,151.1366,OUT035,2004,2267.049,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDE08,18.2,8796,Fruits and Vegetables,147.3734,OUT010,1998,296.9468,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCD06,13.0,9917,Household,46.306000000000004,OUT018,2009,559.2719999999999,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDB57,20.25,1365,Fruits and Vegetables,222.1772,OUT035,2004,5559.43,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCT54,8.695,10889,Household,95.5094,OUT049,1999,1237.7222,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
DRF49,7.27,7814,Soft Drinks,113.5518,OUT045,2002,569.259,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDM25,12.792854228644991,6812,Breakfast,174.0712,OUT027,1985,3866.9664,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF20,12.85,3548,Fruits and Vegetables,198.4768,OUT045,2002,1379.5376,21,lowviz,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH27,7.075,6672,Dairy,142.7128,OUT018,2009,1869.5664,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV60,12.792854228644991,10748,Baking Goods,196.21099999999998,OUT027,1985,5499.508000000001,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY59,8.195,3316,Baking Goods,94.3462,OUT049,1999,925.462,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDK36,7.09,129,Baking Goods,47.9034,OUT035,2004,583.2408,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCM31,6.095,8673,Others,141.4154,OUT046,1997,1418.154,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDE33,19.35,5772,Fruits and Vegetables,80.2644,OUT017,2007,942.7728,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU36,6.15,5328,Baking Goods,99.3384,OUT046,1997,2364.9216,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDV13,12.792854228644991,2722,Canned,87.9856,OUT027,1985,3251.7672,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV20,12.792854228644991,10186,Fruits and Vegetables,125.2678,OUT019,1985,254.3356,38,viz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCQ54,17.7,629,Household,167.0474,OUT035,2004,5895.659000000001,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDO23,17.85,11927,Breads,93.7436,OUT018,2009,1134.5232,14,highviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
DRE60,9.395,12191,Soft Drinks,224.972,OUT045,2002,7696.648,21,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRP47,15.75,11757,Hard Drinks,250.5382,OUT017,2007,2775.7202,16,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDB21,7.475,11964,Fruits and Vegetables,241.2854,OUT045,2002,5317.0788,21,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDR04,7.075,0,Frozen Foods,98.0068,OUT018,2009,874.8612,14,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDX23,6.445,3002,Baking Goods,92.6436,OUT046,1997,1039.9796,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX19,19.1,9710,Fruits and Vegetables,235.0958,OUT035,2004,3038.0454,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD40,20.25,904,Dairy,193.6162,OUT035,2004,3848.324,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA01,15.0,6195,Canned,59.1904,OUT046,1997,527.3136,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS33,6.67,11078,Snack Foods,89.1514,OUT046,1997,2390.8878,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDM50,12.792854228644991,3054,Canned,60.222,OUT027,1985,1677.816,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB29,16.7,5980,Frozen Foods,112.7176,OUT013,1987,801.6232,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDF46,7.07,9548,Snack Foods,115.5834,OUT045,2002,1267.0174,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA33,6.48,3629,Snack Foods,148.0076,OUT045,2002,886.8456,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDC08,19.0,12507,Fruits and Vegetables,228.27200000000002,OUT010,1998,452.744,25,highviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDB53,13.35,11690,Frozen Foods,147.5392,OUT045,2002,3877.6192,21,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY31,12.792854228644991,4950,Fruits and Vegetables,146.6418,OUT027,1985,4414.254,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRQ35,12.792854228644991,4792,Hard Drinks,122.4388,OUT027,1985,5448.9072,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDX36,9.695,11302,Baking Goods,223.9404,OUT049,1999,4950.8888,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRD13,15.0,5707,Soft Drinks,62.6168,OUT017,2007,958.752,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDC52,11.15,197,Dairy,149.9708,OUT017,2007,1956.1204,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB45,20.85,1752,Fruits and Vegetables,103.2306,OUT049,1999,2404.2038,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCK19,9.8,12025,Others,194.3478,OUT010,1998,387.4956,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDV51,16.35,3431,Meat,165.0842,OUT013,1987,994.7052,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDZ35,9.6,1893,Breads,101.29899999999999,OUT045,2002,1754.3829999999998,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCW17,12.792854228644991,1437,Health and Hygiene,129.9994,OUT027,1985,3340.9844,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDV59,13.35,5572,Breads,216.7166,OUT045,2002,3918.8988,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRH39,20.7,9443,Dairy,76.367,OUT013,1987,306.268,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDN60,12.792854228644991,9609,Baking Goods,158.4604,OUT027,1985,4278.4308,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU55,16.2,3936,Fruits and Vegetables,260.6278,OUT045,2002,4425.5726,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDN58,12.792854228644991,6452,Snack Foods,230.9984,OUT027,1985,9267.936,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO01,12.792854228644991,1600,Breakfast,129.3994,OUT027,1985,2055.9904,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCO43,5.5,5428,Others,101.3016,OUT046,1997,3339.6528,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDQ07,15.1,9092,Fruits and Vegetables,221.7456,OUT045,2002,6410.3224,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDF28,15.7,4244,Frozen Foods,122.9046,OUT017,2007,1992.0736,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM01,7.895,9624,Breakfast,104.4332,OUT017,2007,2870.9296,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY49,12.792854228644991,552,Canned,164.5184,OUT027,1985,2807.0128,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR24,17.35,7029,Baking Goods,88.18299999999999,OUT013,1987,539.298,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCY18,7.285,3260,Household,174.3054,OUT013,1987,4377.635,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCY30,20.25,2435,Household,180.9976,OUT045,2002,2716.4640000000004,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDJ22,12.792854228644991,9434,Snack Foods,190.9504,OUT019,1985,383.5008,38,viz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRI37,15.85,10347,Soft Drinks,59.5904,OUT049,1999,703.0848,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDL27,6.17,406,Meat,66.3826,OUT049,1999,1937.4779999999998,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCO30,19.5,1037,Household,182.2608,OUT049,1999,3307.6944,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCB07,19.2,8390,Household,197.611,OUT049,1999,3142.5759999999996,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDX25,16.7,0,Canned,181.2292,OUT018,2009,2554.0088,14,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDP59,20.85,6462,Breads,104.0648,OUT018,2009,1869.5664,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDR59,14.5,7146,Breads,260.4594,OUT045,2002,5494.8474,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT27,11.395,7651,Meat,233.1616,OUT013,1987,6093.4016,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRI01,7.97,3699,Soft Drinks,174.0422,OUT046,1997,2586.633,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDU09,7.71,7425,Snack Foods,55.2956,OUT049,1999,1255.6988,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDH26,19.25,3742,Canned,141.7496,OUT046,1997,4093.3384,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH27,7.075,6637,Dairy,142.2128,OUT046,1997,3163.8816,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDN39,12.792854228644991,7270,Meat,166.0816,OUT027,1985,5033.448,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDH40,11.6,8494,Frozen Foods,79.9276,OUT046,1997,1137.1864,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDJ56,12.792854228644991,12653,Fruits and Vegetables,98.77,OUT027,1985,2696.49,38,highviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRN47,12.1,1183,Hard Drinks,178.56599999999997,OUT018,2009,898.83,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
